"","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","Time"
"344",1,0,0,0,0,0,0,1,0,0,0,2021-06-21 12:30:00
"345",0,0,0,0,0,0,0,0,0,0,0,2021-06-22 00:30:00
"346",0,0,0,0,1,0,0,0,0,0,0,2021-06-22 12:30:00
"347",0,0,0,0,0,0,0,0.006,0,0,0,2021-06-23 00:30:00
"348",0,0,0,0,0,0,0,0.01,0.592,0,0,2021-06-23 12:30:00
"349",0,0,0,0.482,0,0,0,0.006,0,0,0,2021-06-24 00:30:00
"350",0,0,0,0,0,0,0,0,1,0,0,2021-06-24 12:30:00
"351",0,0,0.996,0,0,0,0,0,0.006,0,0,2021-06-25 00:30:00
"352",0,0,0.002,0,0,0,0.028,0,0,0,0,2021-06-25 12:30:00
"353",0,0,0.162,0,0,0,0.974,0,0.124,0,1,2021-06-26 00:30:00
"354",0,0,0.828,0,0,0,0,0,0,0,0,2021-06-26 12:30:00
"355",0,0,0,0,0,0,0,0,0,0,0,2021-06-27 00:30:00
"356",0,0.004,0,0,0,0,1,0,0,0,0.016,2021-06-27 12:30:00
"357",0,0.002,0,0,0,0,0,0,0,0,0,2021-06-28 00:30:00
"358",0,0.01,0,0.004,0,0,0,0,0,0,0,2021-06-28 12:30:00
"359",0,0.01,0,0.432,0,0,0,0,0,0,0,2021-06-29 00:30:00
"360",0,0.01,0,0,0,0,0,0,0,0,0,2021-06-29 12:30:00
"361",0,0.004,0,0,0.002,0,0,0.01,0,0,0,2021-06-30 00:30:00
"362",0,0,0,0,0.004,0,0,0.01,0,0,0,2021-06-30 12:30:00
"363",0,0,0,0,0.014,0,0,0,0,0,0,2021-07-01 00:30:00
"364",1,0,0,0.01,0.01,0,0,0,0,0,1,2021-07-01 12:30:00
"365",0,0,0,0,0.016,0,0,0,1,0,0,2021-07-02 00:30:00
"366",0,0,0,0.422,0.026,0,1,0,0,0,0,2021-07-02 12:30:00
"367",0,0,0,0,0.026,0,0,0,0,0,0,2021-07-03 00:30:00
"368",0,0,0.004,0.002,0.02,0,0,0,0.774,0,0,2021-07-03 12:30:00
"369",0,0,0,0,0.044,0,0,0,0,0,0,2021-07-04 00:30:00
"370",0,0,0,0,0.028,0,0,0,0.002,0,0,2021-07-04 12:30:00
"371",0,1,0.268,0,0.032,0,0,0,1,0,0,2021-07-05 00:30:00
"372",0,0,0,0,0.028,0,0.002,0,1,0,0,2021-07-05 12:30:00
"373",0,0,0.73,0,0.066,1,0,0,0,1,0,2021-07-06 00:30:00
"374",0,1,0,0,0.034,0,0.006,0,0.338,0,0,2021-07-06 12:30:00
"375",0,0,0,0,0.068,0,0.044,0,1,0,0,2021-07-07 00:30:00
"376",0,0,0,0,0.01,1,0.018,0,0,0,0,2021-07-07 12:30:00
"377",0,0,0,0,0.04,0,0.008,0,0,0,0,2021-07-08 00:30:00
"378",0,0,0,0,0.004,0,0,0,1,0,0,2021-07-08 12:30:00
"379",0,0,0,0,0.012,0,0,0,1,0,0,2021-07-09 00:30:00
"380",0,0,1,0,0.002,0,0,0,0.012,0,0,2021-07-09 12:30:00
"381",0,0,0,0,0,0,0,0,0,0,0,2021-07-10 00:30:00
"382",0,1,0,0,0,0,0,0,1,0,0,2021-07-10 12:30:00
"383",0,0,0,0,0,0,0,0,0,0,0,2021-07-11 00:30:00
"384",0,0,0,0,0,1,0,0,0,1,0,2021-07-11 12:30:00
"385",0,0,0,0,0,0,0,0,0,0,0,2021-07-12 00:30:00
"386",0,0,0,0,0,0,0,0,0,0,0,2021-07-12 12:30:00
"387",0,0,0,0,0,0,0,1,0,0,0,2021-07-13 00:30:00
"388",0,0,0,1,0,0,0,0,0,0,0,2021-07-13 12:30:00
"389",0,0,0,0,0,0,0,0,0,0,0,2021-07-14 00:30:00
"390",0,0,0,0,0,0,0,0,0,0,0,2021-07-14 12:30:00
"391",0,0,0,0,0,0,0,1,0,0,0,2021-07-15 00:30:00
"392",1,0,0,0.002,0,0,0,0,0,0,0,2021-07-15 12:30:00
"393",0,0,0,0.002,0,0,0,0,1,0,0,2021-07-16 00:30:00
"394",0,0,0,0,1,0,0,0,0,0,0,2021-07-16 12:30:00
"395",0,0,0,0,0,1,0,0,1,0,0,2021-07-17 00:30:00
"396",0,0,0,0,0,0,0,0,0,0,0,2021-07-17 12:30:00
"397",0,0,0,0,0,0,0,0,0.968,0,0,2021-07-18 00:30:00
"398",0,0,0,0,0,0,0,0,0,0,0,2021-07-18 12:30:00
"399",1,0,0,0,0,0,0,0,0,0,0,2021-07-19 00:30:00
"400",0,0,0,0,0,0,0,1,1,0,0,2021-07-19 12:30:00
"401",0,0,0,0,0,0,0,0,0,0,0,2021-07-20 00:30:00
"402",0,0,0,0,0.004,0,0,0,0,0,0,2021-07-20 12:30:00
"403",0,0,0,0,0,0,0,0,0,0,0,2021-07-21 00:30:00
"404",0.002,0,0,0,0.518,0,0,0,1,0,0,2021-07-21 12:30:00
"405",0,0,0,1,0.35,0,0,0,0.958,0,0,2021-07-22 00:30:00
"406",0,0,0,0,0.12,0,0,0,0,0,0,2021-07-22 12:30:00
"407",0,0,0,0,0.004,0,0,0.002,0,0,0,2021-07-23 00:30:00
"408",0,0,0,0,0,0,0,0.002,1,0,0,2021-07-23 12:30:00
"409",0,0,0,0,0,0,0,0.062,0,0,0,2021-07-24 00:30:00
"410",0,0,0,0,0,0,0,0.246,0,1,1,2021-07-24 12:30:00
"411",0,0,0,0,0,0,1,0.176,0,0,0,2021-07-25 00:30:00
"412",0,0,0,0,0,0,1,0.01,0,0,0,2021-07-25 12:30:00
"413",0,0,0,0,0,0,0,0.004,0,0,0,2021-07-26 00:30:00
"414",0,0,0,0,0,0,0,0,0,0,0,2021-07-26 12:30:00
"415",0,0,0,0,0,0,0,0,0,0,0,2021-07-27 00:30:00
"416",0,0,0,0,0,0,0,0,0,0,0,2021-07-27 12:30:00
"417",0,0,0,0,0,0,0,0,0,0,0,2021-07-28 00:30:00
"418",0,0,0,0,0,0,0,0,0,0,0,2021-07-28 12:30:00
"419",0,0,0,0,0,0,0,0,0,0,0,2021-07-29 00:30:00
"420",0,0,0,0,0,0,1,0,0,0,0,2021-07-29 12:30:00
"421",0,0,0,0,0,0,0,0,0,0,0,2021-07-30 00:30:00
"422",0,0,0,0,0,0,0,0,0,0,1,2021-07-30 12:30:00
"423",0,0,0,0,0,0,0,0,0,0,0,2021-07-31 00:30:00
"424",0,0,0,0,0,0,0,0,0,0,0,2021-07-31 12:30:00
"425",0,0,0,0,0,0,0,0,0,0,0,2021-08-01 00:30:00
"426",0,0,0,0,1,0,0,0,0,0,0,2021-08-01 12:30:00
"427",0,1,0,0,0,0,0,0,1,0,0,2021-08-02 00:30:00
"428",1,0,0,0,0,0,0,0,0,0,0,2021-08-02 12:30:00
"429",0,0.008,1,0,0,0,0.614,0,0,0,0,2021-08-03 00:30:00
"430",0,0.004,0,0,0,0,0.108,0,1,1,0,2021-08-03 12:30:00
"431",0,0.796,0,0,0,0,0.278,0,0,0,0,2021-08-04 00:30:00
"432",0,0.008,0,0.002,0,0,0,0,0,0,0,2021-08-04 12:30:00
"433",0,0.008,0,0,0,1,0,0,1,0,0,2021-08-05 00:30:00
"434",1,0,0,0,0,0,0,0,0,0,0,2021-08-05 12:30:00
"435",0,0,0,0.008,0,0,0,0,0,0,0,2021-08-06 00:30:00
"436",0,0,0,0.006,0,0,0,0,1,0,0,2021-08-06 12:30:00
"437",0,0,0,0.014,0,0,0,0,0.002,0,0,2021-08-07 00:30:00
"438",0,0,0,0.006,0,0,0,0,0,0,0,2021-08-07 12:30:00
"439",0,0,0,0.018,0,0,0,0,0,0,0,2021-08-08 00:30:00
"440",0,0,0,0.024,0.254,0,0,0,0,0,0,2021-08-08 12:30:00
"441",0,0,0,0.024,0,0,0,0,0,0,0,2021-08-09 00:30:00
"442",0,1,1,0.022,0,1,0,0,0.948,0,0,2021-08-09 12:30:00
"443",0,0,0,0.022,0.746,0,1,0,0,0,0,2021-08-10 00:30:00
"444",0,0,0,0.006,0,0,0,0,0,1,0,2021-08-10 12:30:00
"445",0,0,0,0.016,0,0,0,1,0.058,0,0,2021-08-11 00:30:00
"446",0,0,0,0.012,0,0,0,0.236,0,0,0,2021-08-11 12:30:00
"447",0,0,0,0.012,0,0,0,0.52,0,0,0,2021-08-12 00:30:00
"448",0,0,0,0.12,0,0,0,0,0.42,0,0,2021-08-12 12:30:00
"449",0,0,0,0.212,0,0,0,0.436,0,0,0,2021-08-13 00:30:00
"450",0,0,0,0,0,0,0,0,0,0,0,2021-08-13 12:30:00
"451",0,0,0,0,0,0,0,0.18,0.584,0,0,2021-08-14 00:30:00
"452",0,0,0,0.244,0,0,0,0,0,0,0,2021-08-14 12:30:00
"453",0,0,0,0,0,0,0,0.002,0,0,0,2021-08-15 00:30:00
"454",1,0,0.008,0,0,0,0,0.004,0,0,0,2021-08-15 12:30:00
"455",0,0,0.008,0,0,0,0,0,0,0,0,2021-08-16 00:30:00
"456",0,0,0.018,0,0,0,0,0,0,0,0,2021-08-16 12:30:00
"457",0,0,0.028,0,0.002,0,0,0,0,0,0,2021-08-17 00:30:00
"458",0,0,0.034,0,0,0,0,0.166,0,0,0,2021-08-17 12:30:00
"459",0.07,0,0.014,0,0.002,0,0,0,0,0,0,2021-08-18 00:30:00
"460",0.932,0,0.006,0,0,0,0,0.83,0,0,0,2021-08-18 12:30:00
"461",0,0,0,0,0,0,0,0,0,0,0,2021-08-19 00:30:00
"462",0,1,0.024,0,0,0,0,0,0,0,0,2021-08-19 12:30:00
"463",0,0,0.116,0.332,0,0,0,0,0,0,0,2021-08-20 00:30:00
"464",0,0,0.222,0.014,0,0,0,0.08,0,0,0,2021-08-20 12:30:00
"465",0,0,0.386,0.046,0,0,0,0.002,0,0,0,2021-08-21 00:30:00
"466",0,0,0.008,0.04,0,0,0,0,0,1,0,2021-08-21 12:30:00
"467",0,0,0.008,0.012,0,0,0,0.02,0,0,0,2021-08-22 00:30:00
"468",0,0,0.186,0.006,0,0,0,0.044,0,0,0,2021-08-22 12:30:00
"469",0,0,0.044,0.04,0,1,1,0.322,0,0,1,2021-08-23 00:30:00
"470",0,0,0.008,0.036,0,0,0,0.332,0,0,0,2021-08-23 12:30:00
"471",0,0,0,0.068,0,1,0,0.024,0,0,0,2021-08-24 00:30:00
"472",0,0,0,0.036,0,0,1,0.14,0,0,0,2021-08-24 12:30:00
"473",0,0,0,0.018,0,0,0,0,0,0,0,2021-08-25 00:30:00
"474",0,0,0,0.034,0,0,0,0.004,0,0.004,0,2021-08-25 12:30:00
"475",0,0,0,0.012,0,0,0,0.004,0,0,0,2021-08-26 00:30:00
"476",0,0,0,0.02,0,0,0,0.004,0,0.032,0,2021-08-26 12:30:00
"477",0,0,0,0.016,0,0,0,0,0,0.018,0.066,2021-08-27 00:30:00
"478",0,0,0,0.01,0,0,0,0,0,0.016,0,2021-08-27 12:30:00
"479",0,0,0,0.012,0,0,0,0.004,0,0.006,0,2021-08-28 00:30:00
"480",0,0,0,0.004,0,0,1,0,0,0.008,0,2021-08-28 12:30:00
"481",0,0,0,0.002,0,0,0,0,0,0.006,0,2021-08-29 00:30:00
"482",0,0,0,0,0,0,0,0,0,0.002,0,2021-08-29 12:30:00
"483",0,0,0,0.006,0,0,0,0,0,0.006,0.936,2021-08-30 00:30:00
"484",0,0,0,0,0,0,0,0,1,0.002,0,2021-08-30 12:30:00
"485",1,0,0,0.002,1,0,0,0,0.002,0,0,2021-08-31 00:30:00
"486",0.108,1,0,0,0,0,0,0,0.69,0.002,0,2021-08-31 12:30:00
"487",0.894,0,0,0,0,0,0,0,0,0,0,2021-09-01 00:30:00
"488",0,0,1,0,0,0,0,0,0,0,0,2021-09-01 12:30:00
"489",0,0.022,0,0,0.002,0,0,0,0.33,0.002,0,2021-09-02 00:30:00
"490",0,0.04,0,0,0.038,1,0,0,0,0.012,0,2021-09-02 12:30:00
"491",0,0.352,0,0,0,0,0,0,0.05,0,0,2021-09-03 00:30:00
"492",0,0.004,0,0,0.066,0,0,0,0,0,0,2021-09-03 12:30:00
"493",0,0,0,0,0,0,1,0,0,0,0,2021-09-04 00:30:00
"494",0,0,0,0,0.258,0.008,0,0,0,0,0,2021-09-04 12:30:00
"495",0,0,0,0,0,0,0,0,0,0,0,2021-09-05 00:30:00
"496",0,0,0.024,0,0.262,0,0,0,0.386,0,0,2021-09-05 12:30:00
"497",1,0,0.014,0,0,0,0,0,0,0,0,2021-09-06 00:30:00
"498",0,1,0.282,0,0.092,1,0,0,0,0,0,2021-09-06 12:30:00
"499",0,0,0,0,0,0,0,0,0,0,0,2021-09-07 00:30:00
"500",0,0,0.434,0,0,0,0,0,0,0.022,0,2021-09-07 12:30:00
"501",0,0,0.238,0,0,0,0,0,0,0.004,0,2021-09-08 00:30:00
"502",0,0,0,1,0.11,0,0,0,0,0.024,0,2021-09-08 12:30:00
"503",0,0,0,0,0.408,0,0,0,0,0.006,0,2021-09-09 00:30:00
"504",0,0,0,0,0.092,0,0,1,0,0.016,0,2021-09-09 12:30:00
"505",0,0,0,1,0.006,0,0,0,0,0,0,2021-09-10 00:30:00
"506",0,0,0,0,0.026,0,0,0.016,0,0.002,0,2021-09-10 12:30:00
"507",0,0,0,0,0.07,0,0.002,0,0,0,0,2021-09-11 00:30:00
"508",0,0,0,0,0.038,0,0,0.004,1,0,0,2021-09-11 12:30:00
"509",0,0,0,0,0.03,0,0,0.688,0,0,0,2021-09-12 00:30:00
"510",1,0,0,0,0,0,0,0,0,0,0,2021-09-12 12:30:00
"511",0,0,0,0,0,0,0,0.286,0,0,0,2021-09-13 00:30:00
"512",0,0,0,0,0,0,0,0,0,0,0,2021-09-13 12:30:00
"513",0,0,0,0,0,0,0,0,0,0,0,2021-09-14 00:30:00
"514",0,0,0,0,0,0,0,0,0,0,1,2021-09-14 12:30:00
"515",1,0,0,0,0,0,0,0,0,0,0,2021-09-15 00:30:00
"516",0,0,0,1,0,0,0,0.002,0,0,0,2021-09-15 12:30:00
"517",0,0,0.002,0,0,0,0,0.002,0,0,0,2021-09-16 00:30:00
"518",0,0,0.024,0,0,0,0,0.974,0,1,0,2021-09-16 12:30:00
"519",0,1,0.138,0,0,0,0,0,0,0,0,2021-09-17 00:30:00
"520",0,0,0.35,0,0,0,0,0,0,0,0,2021-09-17 12:30:00
"521",0,0,0.108,0,0,0,0,0,0,0,0,2021-09-18 00:30:00
"522",0,0.088,0.054,0,0,1,0,0.034,0,0,0,2021-09-18 12:30:00
"523",0,0.784,0.002,0,0,0,0,0.01,0,0,0,2021-09-19 00:30:00
"524",0,0.068,0,0,0,0,0,0.056,0,0,0,2021-09-19 12:30:00
"525",0,0.002,0,0.002,0,0,0,0.002,0,0,0,2021-09-20 00:30:00
"526",0,0,0,0.018,0,0,0,0.004,0,0,0,2021-09-20 12:30:00
"527",0,0,0,0.012,0,0,0,0,0,0,0,2021-09-21 00:30:00
"528",0,0,0,0.004,0,0,1,0.016,0,0,0,2021-09-21 12:30:00
"529",0,0,0.004,0,0,0,0,0.012,0,0,0,2021-09-22 00:30:00
"530",0,0,0.004,0.004,0,0,0,0.008,0,0,0,2021-09-22 12:30:00
"531",0,1,0.014,0,0,0,0,0.012,0,0,0,2021-09-23 00:30:00
"532",0,0,0.008,0,0,0,0,0.274,0,0,0,2021-09-23 12:30:00
"533",0,0,0.012,0,0,1,1,0.062,0,0,0,2021-09-24 00:30:00
"534",0,0,0,0,0.002,0,0,0.31,0,0,0,2021-09-24 12:30:00
"535",0,0,0.006,0,0,0,0,0.056,0,0,0,2021-09-25 00:30:00
"536",0,0,0.006,0,0,0,0,0.068,0,0,0,2021-09-25 12:30:00
"537",0,0,0.036,0,0,0,0,0.01,0,0,0,2021-09-26 00:30:00
"538",1,0,0.088,0,0,0,1,0.012,0,0,0,2021-09-26 12:30:00
"539",0,0,0.054,0,0,0,0,0.008,0,0,0,2021-09-27 00:30:00
"540",0,0,0.064,0,0,0,0,0.004,0,0,0.002,2021-09-27 12:30:00
"541",0,0,0.01,0,0,0,0,0,0,0,0.002,2021-09-28 00:30:00
"542",0,0,0.01,0,0,0,0,0,1,0,0,2021-09-28 12:30:00
"543",0,0,0,0,0,0.002,0,0,0,0,0,2021-09-29 00:30:00
"544",1,0,0,0,1,0,0,0,0,0,0,2021-09-29 12:30:00
"545",0,0,0.026,0,0,0,0,0,0,0,0,2021-09-30 00:30:00
"546",0,0,0,0,0,0,0,0,1,0,0,2021-09-30 12:30:00
"547",0,0,0,0,0,0,0,0,0,0,0.002,2021-10-01 00:30:00
"548",0,0,0,0,0,0,0,0,0,0,0,2021-10-01 12:30:00
"549",0,0,0,0,0,0,0,0,0,0,0,2021-10-02 00:30:00
"550",0,0,0,0,0,0,0,0,0,0,0,2021-10-02 12:30:00
"551",0,0,0,0,0,0,0,0,0,0,0,2021-10-03 00:30:00
"552",0,0,0.2,0,0,0,0,0,0,0,0,2021-10-03 12:30:00
"553",0,0,0,0,0,0,0,0,0,0,0,2021-10-04 00:30:00
"554",0,0,0.108,0,0,0,0,0,0,0,0,2021-10-04 12:30:00
"555",0.016,0,0.048,0,1,0.002,0,0,0,0,0,2021-10-05 00:30:00
"556",0.042,0,0.004,0,0,0,0,0,0,0,0.002,2021-10-05 12:30:00
"557",0.214,0,0,0,0,0.002,0,0,0,0,0,2021-10-06 00:30:00
"558",0.1,0,0,0,0,0.002,0,0,0,0,0,2021-10-06 12:30:00
"559",0.328,0,0,0.002,0,0.002,0,0,0,0,0,2021-10-07 00:30:00
"560",0.192,0,0.056,0.016,0,0.01,0,0,0,0,0,2021-10-07 12:30:00
"561",0.01,0,0.192,0,0,0.044,0,0,0,0,0,2021-10-08 00:30:00
"562",0,0,0.3,0,0,0.094,0,0,0,0,0,2021-10-08 12:30:00
"563",0,0,0.024,1,0,0.012,0,0,0,0,0,2021-10-09 00:30:00
"564",0,1,0,0,0,0.086,1,0,0,0,0,2021-10-09 12:30:00
"565",0,0,0,0.004,0,0.134,0,0,0,0,0,2021-10-10 00:30:00
"566",0,0,0,0.004,0,0.096,0,0,0,0,0,2021-10-10 12:30:00
"567",0,0,0.006,0,0,0.12,0,0,1,0,0,2021-10-11 00:30:00
"568",0,0,0,0,0,0.098,0,0,0,0,0,2021-10-11 12:30:00
"569",0,0,0,0,0,0.092,0,0,0,0,0,2021-10-12 00:30:00
"570",0,0,0,0,0,0.064,0,0,0,0,0.002,2021-10-12 12:30:00
"571",0,0,0,0,0,0.066,0,0,0,0,0.002,2021-10-13 00:30:00
"572",0,0,0,0,0,0.018,0,0,0,0,0.012,2021-10-13 12:30:00
"573",0,0,0,1,0,0.028,0,0,0,0,0.016,2021-10-14 00:30:00
"574",0,0,0,0,0,0.018,0,0,0,0,0.006,2021-10-14 12:30:00
"575",0,0,0,0,0,0,1,0,0,0,0.006,2021-10-15 00:30:00
"576",0,0,0,0,0,0,0,0,0,0,0.002,2021-10-15 12:30:00
"577",1,0,0,0,0,0,0,0,0,0,0.004,2021-10-16 00:30:00
"578",0,0,0,0,0,0,0,0,0,0,0.004,2021-10-16 12:30:00
"579",0,0,0,0,0,0,0,0,0,0,0.004,2021-10-17 00:30:00
"580",0,0,0,0,0,0,0,0,0,0,0,2021-10-17 12:30:00
"581",0,0,0,0,0,0,0,0,0,0,0,2021-10-18 00:30:00
"582",0,0,0,0,0,0,0,0,0,0,0,2021-10-18 12:30:00
"583",0,0,0,0,0,0,0,0,0,0,0,2021-10-19 00:30:00
"584",0,0,0,0,0,1,0,0,0,1,0.002,2021-10-19 12:30:00
"585",0,0,0,0,0,0,0,0,0,0,0,2021-10-20 00:30:00
"586",0,0,0,0.028,0,0,0,0,0,0,0,2021-10-20 12:30:00
"587",0,0,0,0.044,0,0,0,0,0,0,0.002,2021-10-21 00:30:00
"588",0,0,0,0.258,0,0,0,0.346,0,0,0,2021-10-21 12:30:00
"589",0,0,0,0.046,0,0.726,0,0.56,0,0,0,2021-10-22 00:30:00
"590",0,0,0.008,0.08,0,0,0,0.094,0,0,0,2021-10-22 12:30:00
"591",0,0,0.014,0.03,1,0.274,0,0,0,0,0,2021-10-23 00:30:00
"592",0,0,0.058,0.034,0,0,0,0,0,0,0,2021-10-23 12:30:00
"593",0,0,0.01,0,0,0,0,0,0,0,0,2021-10-24 00:30:00
"594",0,0,0.878,0.002,0,0,0,0,0,0,0.002,2021-10-24 12:30:00
"595",0,0,0,0,0,0,0,0,0,0,0.014,2021-10-25 00:30:00
"596",0,0,0,0,0,0,0,0,0,0,0.004,2021-10-25 12:30:00
"597",0,0,0,0,0,0,0,0,0,0,0,2021-10-26 00:30:00
"598",0,0,0,0,0,0,0,0,0,0,0.044,2021-10-26 12:30:00
"599",0,0,1,0,0,0,0,0,0,0,0.008,2021-10-27 00:30:00
"600",0,0,0,0,1,0,0,0,0,1,0,2021-10-27 12:30:00
"601",0,0,0,0,0,0,0,0,0,0,0,2021-10-28 00:30:00
"602",0,0,0,0,0,0,0,0,0,0,0,2021-10-28 12:30:00
"603",0,0,0,0,0.002,0,0,0,0,0,0,2021-10-29 00:30:00
"604",0,0,0,0,0,0,0,0,0,0,0,2021-10-29 12:30:00
"605",0,0,0,0,0,0,0,0,0,0,0,2021-10-30 00:30:00
"606",0,0,0,0,0,0,0,0,0,0,0,2021-10-30 12:30:00
"607",0,0,0,0,0,0,0,0,0,0,0,2021-10-31 00:30:00
"608",0,0,0,0,0,0,0,0,0,0,0,2021-10-31 12:30:00
"609",0,0,0,0,0,0,0,0,0,0,0,2021-11-01 00:30:00
"610",0,0,0,0,0,0,0,0,0,0,0,2021-11-01 12:30:00
"611",0,0,0,0,0,0,0,0,0,0,0,2021-11-02 00:30:00
"612",0,1,0,0,0,0,0,0,0,0,0,2021-11-02 12:30:00
"613",0,0,0,0,0,0,0,0,0,0,0,2021-11-03 00:30:00
"614",0,0,0,0,0,0,0,0,0,0,0,2021-11-03 12:30:00
"615",0,0,0,0,1,0,1,0,0,0,0,2021-11-04 00:30:00
"616",0,0,0,0,0,0,0,0,0,0,0,2021-11-04 12:30:00
"617",0,0,0,0,0,0,0,0,0,0,0,2021-11-05 00:30:00
"618",0,0,0,0,0,0,0,0,0,0,0,2021-11-05 12:30:00
"619",0,0,0,0,0,0,0,0,0,0,0,2021-11-06 00:30:00
"620",0,0,0,0,0,0,0,0,1,0,1,2021-11-06 12:30:00
"621",0,0,0,0,0,0,0,0,0,0,0,2021-11-07 00:30:00
"622",0,0,0,0,0,0,0,0,0,0,0,2021-11-07 12:30:00
"623",1,0,0,0,0,0,0,0,0,0,0,2021-11-08 00:30:00
"624",0,0,0,0,0,0,0,0,0,0,0,2021-11-08 12:30:00
"625",0,0,0,0,0,0,0,0,0,0,0,2021-11-09 00:30:00
"626",0,0,0,0,0,0,0,0,0,0,0,2021-11-09 12:30:00
"627",0,0,0,0,0,0,0,0,0,0,0,2021-11-10 00:30:00
"628",0,0,0,0,0,0,0,0,0,0,0,2021-11-10 12:30:00
"629",0,0,0,0,0,0,0,0,0,0,0,2021-11-11 00:30:00
"630",0,0,0,0,0,0,0,0,0,0,0,2021-11-11 12:30:00
"631",0,0,0,0.184,0,0,0,0,0,0,0,2021-11-12 00:30:00
"632",0,0,0,0,0,0,0,0,0,0,0,2021-11-12 12:30:00
"633",0,0,0,0,0,0,0,0,0,0,1,2021-11-13 00:30:00
"634",0,0,0,0,0,0,0,0,0,0,0,2021-11-13 12:30:00
"635",0,0,0,0,0,0,0,0,0,0,0,2021-11-14 00:30:00
"636",0,0,0,0,0,0,0,0,0,0,0,2021-11-14 12:30:00
"637",0,0,0,0,0,0,0,0,0,0,0,2021-11-15 00:30:00
"638",0,0,0,0,0,0,0,0,0,0,0,2021-11-15 12:30:00
"639",0,0,0,0,0,0,0,0,0,0,0,2021-11-16 00:30:00
"640",0,0,0,0,0,0,0,0,0,0.176,0,2021-11-16 12:30:00
"641",0,0,0,0,0,0,0,0,0,0,0,2021-11-17 00:30:00
"642",0,0,0,0,0,0,0,0,0,0.826,0,2021-11-17 12:30:00
"643",0,0,0,0,0,0,0,0,0,0,0,2021-11-18 00:30:00
"644",0,0,0,0,0,0,0,0,0,0,0,2021-11-18 12:30:00
"645",0,0,0,0,0,0,0,0,0,0,0,2021-11-19 00:30:00
"646",0,0,0,0,0,0,0,0,0,0,0,2021-11-19 12:30:00
"647",0,0,0,0,0,0,0,0,0,0,0,2021-11-20 00:30:00
"648",0,0,0,0,0,0,0,0,0,0,0,2021-11-20 12:30:00
"649",0,0,0,0,0,0,0,0,0,0,0,2021-11-21 00:30:00
"650",0,0,0,0,0,0,0,0,0,0,0,2021-11-21 12:30:00
"651",0,0,0,0,0,0,0,0,0,0,0,2021-11-22 00:30:00
"652",0,0,0,0,0,0,0,0,0,1,0,2021-11-22 12:30:00
"653",0,0,0,0,0,0,0,0,0,0,0,2021-11-23 00:30:00
"654",0,0,0,0,0,0,0,0,0,0,0,2021-11-23 12:30:00
"655",0,0,0,0,0,0,0,0,0,0,0,2021-11-24 00:30:00
"656",0,0,0,0,0,0,0,0,0,0,0,2021-11-24 12:30:00
"657",0,0,0,0,0,0,0,0,0,0,0,2021-11-25 00:30:00
"658",0,0,0,0,0,0,0,0,0,0,0,2021-11-25 12:30:00
"659",0,0,0,0,0,0,0,0,0,0,0,2021-11-26 00:30:00
"660",0,0,0,0,0,0,0,0,0,0,0,2021-11-26 12:30:00
"661",0,0,0,0,0,0,0,0,0,0,0,2021-11-27 00:30:00
"662",0,0,0,0,1,0,0,0,0,0,0,2021-11-27 12:30:00
"663",0,0,0,0,0,0,0.214,0,0,0,0,2021-11-28 00:30:00
"664",0,0,0.002,0,0,0,0,0,0,0,0,2021-11-28 12:30:00
"665",0,0,0,0,0,0,0,0,0,0,0,2021-11-29 00:30:00
"666",0,0,0,0,0,0,0,0,0,0,0,2021-11-29 12:30:00
"667",0,0,0,0,0,0,0,0,0,0,0,2021-11-30 00:30:00
"668",0,0,0,0,0.002,0,0.786,0,0,0,0,2021-11-30 12:30:00
"669",0,0,0,0,1,0,0,0,0,0,0,2021-12-01 00:30:00
"670",0,0,0,0,0,1,0,0,0,0,0,2021-12-01 12:30:00
"671",0,0,0,0,0,0,0,0,0,0,0,2021-12-02 00:30:00
"672",0,0,0.002,0.818,0,0,0,0,0,0,0,2021-12-02 12:30:00
"673",0,0,0,0,0,0,0,0,0,0,0,2021-12-03 00:30:00
"674",0,0,0,0,0,0,0,0,0,0,0,2021-12-03 12:30:00
"675",0,0,0,0,0,0,0,0,1,0,0,2021-12-04 00:30:00
"676",0,0,0,0,0,0,0,0,0,0,0,2021-12-04 12:30:00
"677",0,0,0,0,0,0,0,0,0,0,0,2021-12-05 00:30:00
"678",0,0,0,0,0,0,0,0,0,0,1,2021-12-05 12:30:00
"679",0,0,0,0,0,0,0,0,0,0,0.004,2021-12-06 00:30:00
"680",0,0,0,0,0,0,0,0,0,0,0,2021-12-06 12:30:00
"681",0,0,0,0,0,0,0,0,0,0,0.994,2021-12-07 00:30:00
"682",0,0,0,0,0,0,0,0,0,0,0,2021-12-07 12:30:00
"683",0,0,0,0,0,0,0,0,0,0,0,2021-12-08 00:30:00
"684",0,0,0,0,0,0,0,0,0,0,0,2021-12-08 12:30:00
"685",0,0,0,0,0,0,0,0,0,0,0,2021-12-09 00:30:00
"686",0,0,0,0,0,0,0.002,0,0,0,0,2021-12-09 12:30:00
"687",0,0,0,0,0,0,0,0,0,0,1,2021-12-10 00:30:00
"688",0,0,0,0,0,0,0,0,0,0,0,2021-12-10 12:30:00
"689",0,0,0,0,0,0,0,0,0,0,0,2021-12-11 00:30:00
"690",0,0,0,0,0,0,0,0.002,0,0,0,2021-12-11 12:30:00
